dataset,rate,mode,section,modality,metric,n_seeds,mean,sample_std
mosi,all,fixed0.6,task,,prediction_std,5,1.0949658918380738,0.146862926262907
mosi,all,fixed0.6,task,,weighted_f1,5,0.8035005102729631,0.0036288992566792296
mosi,all,fixed0.8,current_observed_write_fit,audio,err_after,5,0.043566530939028986,0.004627215210892885
mosi,all,fixed0.8,current_observed_write_fit,text,err_after,5,0.15128671259101217,0.008154271263150534
mosi,all,fixed0.8,current_observed_write_fit,visual,err_after,5,0.07144101843450316,0.007104415727531606
mosi,all,fixed0.8,task,,accuracy,5,0.8029878048780488,0.003458720195339476
mosi,all,fixed0.8,task,,correlation,5,0.6803197086185523,0.008144892703620855
mosi,all,fixed0.8,task,,macro_f1,5,0.7962992128765619,0.0035058085699508227
mosi,all,fixed0.8,task,,mae,5,0.9233891296386719,0.028224648775426943
mosi,all,fixed0.8,task,,predicted_sign_count,5,2.0,0.0
mosi,all,fixed0.8,task,,prediction_std,5,1.0948979616165162,0.1470000671041643
mosi,all,fixed0.8,task,,weighted_f1,5,0.80200577392355,0.0034112726554211387
mosi,all,fixed0.9,current_observed_write_fit,audio,err_after,5,0.021877611399956094,0.0025277583696310807
mosi,all,fixed0.9,current_observed_write_fit,text,err_after,5,0.07806265365856062,0.0043290141157681
mosi,all,fixed0.9,current_observed_write_fit,visual,err_after,5,0.03665695612313229,0.003724053332424971
mosi,all,fixed0.9,task,,accuracy,5,0.802439024390244,0.003613801704612702
mosi,all,fixed0.9,task,,correlation,5,0.6790683316486101,0.00844421292589936
mosi,all,fixed0.9,task,,macro_f1,5,0.7957178395283488,0.003823959962210057
mosi,all,fixed0.9,task,,mae,5,0.9246318244934082,0.028469141049759644
mosi,all,fixed0.9,task,,predicted_sign_count,5,2.0,0.0
mosi,all,fixed0.9,task,,prediction_std,5,1.0948438715934754,0.14696893248830636
mosi,all,fixed0.9,task,,weighted_f1,5,0.8014454607030347,0.003653431540426055
mosi,all,fixed0.95,current_observed_write_fit,audio,err_after,5,0.011222327805611792,0.0013434546388875234
mosi,all,fixed0.95,current_observed_write_fit,text,err_after,5,0.040407203624058946,0.002258304278441975
mosi,all,fixed0.95,current_observed_write_fit,visual,err_after,5,0.018956674704494473,0.0019318716397325048
mosi,all,fixed0.95,task,,accuracy,5,0.8023780487804878,0.004875189710916909
mosi,all,fixed0.95,task,,correlation,5,0.6783968450876225,0.008612831570753864
mosi,all,fixed0.95,task,,macro_f1,5,0.7956271268192218,0.00536051040771973
mosi,all,fixed0.95,task,,mae,5,0.9253111863136292,0.02857968308889754
mosi,all,fixed0.95,task,,predicted_sign_count,5,2.0,0.0
mosi,all,fixed0.95,task,,prediction_std,5,1.094803774356842,0.14692741259009567
mosi,all,fixed0.95,task,,weighted_f1,5,0.8013679802105393,0.005060837155914735
mosi,all,reference,current_observed_write_fit,audio,err_after,5,0.0006326401468074532,0.00012051080255362525
mosi,all,reference,current_observed_write_fit,text,err_after,5,0.0017876079994934672,5.473053283901852e-05
mosi,all,reference,current_observed_write_fit,visual,err_after,5,0.0010052586781714853,3.961609612804239e-05
mosi,all,reference,task,,accuracy,5,0.8016463414634146,0.00511341477956875
mosi,all,reference,task,,correlation,5,0.6776991593680947,0.008793761435112433
mosi,all,reference,task,,macro_f1,5,0.7949313257133412,0.005801789056327287
mosi,all,reference,task,,mae,5,0.9260215497016907,0.02867897202368914
mosi,all,reference,task,,predicted_sign_count,5,2.0,0.0
mosi,all,reference,task,,prediction_std,5,1.094749834537506,0.146867854945048
mosi,all,reference,task,,weighted_f1,5,0.800663656870697,0.005412054385527941
