seed,write_step,rate,epoch,pattern,target,branch,count,raw_cosine,centered_cosine,real_minus_shuffle_cosine,shuffle_minus_real_smooth_l1,shuffle_minus_real_nce,retrieval_top1,chance,effective_rank,target_effective_rank,channel_std,target_channel_std,std_ratio,retrieval_over_chance
68,0.6,0.5,47,A,text,regression,116,0.9192996025085449,0.09964457899332047,0.0028754472732543945,0.002693288028240204,0.09584760665893555,0.017241379246115685,0.008620689655172414,5.6933698654174805,72.81582641601562,0.047259215265512466,0.3883873522281647,0.12168062372368203,1.9999999925494194
68,0.6,0.5,47,A,text,contrastive,116,0.05089039355516434,0.039227891713380814,0.0027332529425621033,0.0009723901748657227,0.09110832214355469,0.0,0.008620689655172414,6.179692268371582,72.81582641601562,0.22234764695167542,0.3883873522281647,0.5724894121193049,0.0
68,0.6,0.5,47,A,visual,regression,116,0.8949732184410095,0.34246042370796204,0.04700428247451782,0.040116794407367706,1.5668129920959473,0.03448275849223137,0.008620689655172414,6.042691230773926,48.206390380859375,0.20942334830760956,0.45834508538246155,0.45691195343102303,3.999999985098839
68,0.6,0.5,47,A,visual,contrastive,116,0.16582079231739044,0.19010969996452332,0.03863304853439331,0.03016185760498047,1.287768840789795,0.0258620698004961,0.008620689655172414,7.049509048461914,48.206390380859375,0.46147122979164124,0.45834508538246155,1.006820503827528,3.0000000968575478
68,0.6,0.5,47,V,audio,regression,105,0.9382089972496033,-0.013524344190955162,-4.667043685913086e-05,-0.00019765645265579224,-0.001556396484375,0.009523809887468815,0.009523809523809525,13.267704963684082,54.038848876953125,0.03063838556408882,0.32867980003356934,0.0932165151644841,1.0000000381842256
68,0.6,0.5,47,V,audio,contrastive,105,0.08060283958911896,-0.006147377658635378,-0.00032582134008407593,-0.00036644935607910156,-0.010860443115234375,0.0,0.009523809523809525,6.742015838623047,54.038848876953125,0.35105034708976746,0.32867980003356934,1.0680618250769087,0.0
68,0.6,0.5,47,V,text,regression,105,0.919741690158844,0.04986437037587166,0.0011903047561645508,0.0011681169271469116,0.03967618942260742,0.02857142873108387,0.009523809523809525,6.807971954345703,67.95069885253906,0.0487944558262825,0.38352546095848083,0.12722611871540082,3.000000016763806
68,0.6,0.5,47,V,text,contrastive,105,0.05437689274549484,0.008817866444587708,0.001284286379814148,0.0004885196685791016,0.042809486389160156,0.009523809887468815,0.009523809523809525,7.853421688079834,67.95069885253906,0.26050078868865967,0.38352546095848083,0.6792268446471161,1.0000000381842256
68,0.6,0.5,47,AV,text,regression,88,0.920393168926239,0.08292829990386963,0.0023650527000427246,0.0021411925554275513,0.07883501052856445,0.011363636702299118,0.011363636363636364,5.860871315002441,60.1683235168457,0.049269869923591614,0.38480618596076965,0.1280381441908904,1.0000000298023224
68,0.6,0.5,47,AV,text,contrastive,88,0.053780697286129,0.03971543535590172,0.0027954429388046265,0.0013577938079833984,0.09318161010742188,0.022727273404598236,0.011363636363636364,6.5370073318481445,60.1683235168457,0.2589799165725708,0.38480618596076965,0.6730139119930192,2.0000000596046448
