audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.1404 validation_wf1=0.0905 cls=1.8489 jepa=3.1783
epoch=027 train_wf1=0.5554 validation_wf1=0.5390 cls=1.0032 jepa=3.1035
epoch=028 train_wf1=0.5415 validation_wf1=0.5657 cls=0.9868 jepa=3.1252
epoch=029 train_wf1=0.5471 validation_wf1=0.5108 cls=1.0075 jepa=3.1376
epoch=030 train_wf1=0.5492 validation_wf1=0.5585 cls=0.9874 jepa=3.1444
epoch=031 train_wf1=0.5775 validation_wf1=0.5247 cls=0.9555 jepa=3.1672
epoch=032 train_wf1=0.5781 validation_wf1=0.5535 cls=0.9526 jepa=3.2286
epoch=033 train_wf1=0.5761 validation_wf1=0.5668 cls=0.9389 jepa=3.2918
epoch=034 train_wf1=0.5738 validation_wf1=0.5614 cls=1.0024 jepa=3.3259
epoch=035 train_wf1=0.5587 validation_wf1=0.5336 cls=0.9770 jepa=3.2973
epoch=036 train_wf1=0.5927 validation_wf1=0.5668 cls=0.9364 jepa=3.2563
epoch=037 train_wf1=0.5922 validation_wf1=0.5502 cls=0.9161 jepa=3.1956
epoch=038 train_wf1=0.5987 validation_wf1=0.5750 cls=0.9044 jepa=3.1499
epoch=039 train_wf1=0.6123 validation_wf1=0.5574 cls=0.8891 jepa=3.1177
epoch=040 train_wf1=0.5970 validation_wf1=0.5975 cls=0.8985 jepa=3.0909
epoch=041 train_wf1=0.6112 validation_wf1=0.5830 cls=0.8874 jepa=3.0740
epoch=042 train_wf1=0.6108 validation_wf1=0.5453 cls=0.8735 jepa=3.0680
epoch=043 train_wf1=0.6473 validation_wf1=0.5947 cls=0.8343 jepa=3.0556
epoch=044 train_wf1=0.6464 validation_wf1=0.5430 cls=0.8161 jepa=3.0543
epoch=045 train_wf1=0.6721 validation_wf1=0.5974 cls=0.7925 jepa=3.0530
epoch=046 train_wf1=0.6652 validation_wf1=0.5853 cls=0.7875 jepa=3.0613
epoch=047 train_wf1=0.6910 validation_wf1=0.6105 cls=0.7507 jepa=3.0702
epoch=048 train_wf1=0.6961 validation_wf1=0.6023 cls=0.7302 jepa=3.0821
epoch=049 train_wf1=0.7177 validation_wf1=0.6264 cls=0.7002 jepa=3.0867
epoch=050 train_wf1=0.7242 validation_wf1=0.5794 cls=0.6728 jepa=3.0786
epoch=051 train_wf1=0.7166 validation_wf1=0.6103 cls=0.7050 jepa=3.0664
epoch=052 train_wf1=0.7319 validation_wf1=0.5769 cls=0.6594 jepa=3.0400
epoch=053 train_wf1=0.7254 validation_wf1=0.5604 cls=0.6692 jepa=3.0299
epoch=054 train_wf1=0.7390 validation_wf1=0.6154 cls=0.6462 jepa=3.0368
epoch=055 train_wf1=0.7604 validation_wf1=0.5626 cls=0.5975 jepa=3.0548
epoch=056 train_wf1=0.7635 validation_wf1=0.6040 cls=0.5868 jepa=3.0918
epoch=057 train_wf1=0.7561 validation_wf1=0.5973 cls=0.6132 jepa=3.1154
epoch=058 train_wf1=0.7831 validation_wf1=0.5893 cls=0.5598 jepa=3.1333
epoch=059 train_wf1=0.7738 validation_wf1=0.5930 cls=0.5683 jepa=3.1400
epoch=060 train_wf1=0.7718 validation_wf1=0.5882 cls=0.5708 jepa=3.1375
epoch=061 train_wf1=0.7799 validation_wf1=0.6011 cls=0.5511 jepa=3.1490
epoch=062 train_wf1=0.7725 validation_wf1=0.5709 cls=0.5674 jepa=3.1463
epoch=063 train_wf1=0.7766 validation_wf1=0.6129 cls=0.5612 jepa=3.1663
epoch=064 train_wf1=0.7723 validation_wf1=0.5714 cls=0.5656 jepa=3.1522
epoch=065 train_wf1=0.8028 validation_wf1=0.5911 cls=0.4997 jepa=3.1392
epoch=066 train_wf1=0.8012 validation_wf1=0.6031 cls=0.5094 jepa=3.1064
epoch=067 train_wf1=0.7890 validation_wf1=0.6044 cls=0.5262 jepa=3.0566
epoch=068 train_wf1=0.8204 validation_wf1=0.5664 cls=0.4564 jepa=3.0318
epoch=069 train_wf1=0.8176 validation_wf1=0.6085 cls=0.4561 jepa=3.0368
epoch=070 train_wf1=0.8249 validation_wf1=0.5738 cls=0.4464 jepa=3.0454
epoch=071 train_wf1=0.8298 validation_wf1=0.6044 cls=0.4345 jepa=3.0693
epoch=072 train_wf1=0.8377 validation_wf1=0.5909 cls=0.4141 jepa=3.0880
epoch=073 train_wf1=0.8462 validation_wf1=0.6022 cls=0.3880 jepa=3.1150
epoch=074 train_wf1=0.8407 validation_wf1=0.5852 cls=0.4084 jepa=3.1354
epoch=075 train_wf1=0.8466 validation_wf1=0.6046 cls=0.3858 jepa=3.1641
epoch=076 train_wf1=0.8567 validation_wf1=0.5916 cls=0.3618 jepa=3.1826
epoch=077 train_wf1=0.8635 validation_wf1=0.5849 cls=0.3364 jepa=3.1941
epoch=078 train_wf1=0.8606 validation_wf1=0.5980 cls=0.3462 jepa=3.1836
epoch=079 train_wf1=0.8661 validation_wf1=0.6298 cls=0.3378 jepa=3.1535
epoch=080 train_wf1=0.8794 validation_wf1=0.6250 cls=0.3137 jepa=3.1263
epoch=081 train_wf1=0.8726 validation_wf1=0.5781 cls=0.3256 jepa=3.0904
epoch=082 train_wf1=0.8610 validation_wf1=0.5908 cls=0.3562 jepa=3.0921
epoch=083 train_wf1=0.8728 validation_wf1=0.5999 cls=0.3233 jepa=3.1436
epoch=084 train_wf1=0.8675 validation_wf1=0.5608 cls=0.3337 jepa=3.2075
epoch=085 train_wf1=0.8891 validation_wf1=0.5846 cls=0.2749 jepa=3.2537
epoch=086 train_wf1=0.8924 validation_wf1=0.6031 cls=0.2764 jepa=3.3041
epoch=087 train_wf1=0.9027 validation_wf1=0.5918 cls=0.2443 jepa=3.3135
epoch=088 train_wf1=0.9076 validation_wf1=0.6201 cls=0.2441 jepa=3.2932
epoch=089 train_wf1=0.9158 validation_wf1=0.5966 cls=0.2191 jepa=3.2462
epoch=090 train_wf1=0.9220 validation_wf1=0.5983 cls=0.1992 jepa=3.1872
epoch=091 train_wf1=0.9177 validation_wf1=0.5991 cls=0.2145 jepa=3.1315
epoch=092 train_wf1=0.9277 validation_wf1=0.6067 cls=0.1808 jepa=3.0954
epoch=093 train_wf1=0.9231 validation_wf1=0.5702 cls=0.2038 jepa=3.1183
epoch=094 train_wf1=0.9115 validation_wf1=0.5741 cls=0.2312 jepa=3.1322
epoch=095 train_wf1=0.9255 validation_wf1=0.6226 cls=0.1938 jepa=3.1695
epoch=096 train_wf1=0.9356 validation_wf1=0.5764 cls=0.1713 jepa=3.1826
epoch=097 train_wf1=0.9382 validation_wf1=0.5779 cls=0.1627 jepa=3.1884
epoch=098 train_wf1=0.9523 validation_wf1=0.5712 cls=0.1343 jepa=3.1754
epoch=099 train_wf1=0.9460 validation_wf1=0.6024 cls=0.1367 jepa=3.1525
epoch=100 train_wf1=0.9479 validation_wf1=0.5674 cls=0.1370 jepa=3.1172
