dataset,seed,rate,modality,head_records,conversations,mean_decay_damage,mean_write_damage,mean_paired_difference,median_paired_difference,fraction_paired_positive,conversation_mean_paired,positive_conversation_count
CMUMOSI,70,0.1,audio,568,28,0.018156569798699985,0.2614720462539404,0.2433154764552404,0.13345108833163977,0.8855633802816901,0.23760197549348785,28
CMUMOSI,70,0.1,visual,512,27,0.020076723161764676,0.22434544297721004,0.20426871981544537,0.13119497150182724,0.900390625,0.21958760603023464,27
CMUMOSI,70,0.1,text,536,30,0.019329723717867217,0.0945778998247445,0.07524817610687728,0.03834766335785389,0.8432835820895522,0.08192357998581544,30
CMUMOSI,70,0.3,text,1544,31,0.01721130938201641,0.09706200765194903,0.07985069826993262,0.03544028103351593,0.7519430051813472,0.08768434389544723,31
CMUMOSI,70,0.3,visual,1352,30,0.01538113636493727,0.18473255072345615,0.1693514143585189,0.07835168577730656,0.7958579881656804,0.17098255367262172,30
CMUMOSI,70,0.3,audio,1712,31,0.01412690544139733,0.18177835972246356,0.16765145428106623,0.07348119933158159,0.7464953271028038,0.17603455721838263,31
CMUMOSI,70,0.5,text,2488,31,0.014889532574407541,0.08465416524993477,0.06976463267552724,0.019343949854373932,0.662379421221865,0.07463331289349004,31
CMUMOSI,70,0.5,visual,2408,31,0.01356514348366926,0.12400433777110571,0.11043919428743645,0.02164939697831869,0.6341362126245847,0.11410300163863929,31
CMUMOSI,70,0.5,audio,2264,31,0.013179692517070908,0.13436987214473278,0.12119017962766186,0.036169398576021194,0.6868374558303887,0.12879622979215102,31
CMUMOSI,70,0.7,text,3048,31,0.013858950410277786,0.09950785778873548,0.0856489073784577,0.029355980455875397,0.6781496062992126,0.09052807987570026,31
CMUMOSI,70,0.7,visual,2832,31,0.012933391181878367,0.1212972167860927,0.10836382560421434,0.021500910632312298,0.6207627118644068,0.11483667140692494,31
CMUMOSI,70,0.7,audio,2864,31,0.011656589809656871,0.111129881662262,0.09947329185260512,0.02330474928021431,0.6351256983240223,0.10565111900502355,31
