audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.1568 validation_wf1=0.0905 cls=1.9000 jepa=3.5840
epoch=054 train_wf1=0.6468 validation_wf1=0.5629 cls=0.8344 jepa=3.6182
epoch=055 train_wf1=0.6898 validation_wf1=0.6196 cls=0.7774 jepa=3.6790
epoch=056 train_wf1=0.6672 validation_wf1=0.6021 cls=0.7776 jepa=3.7296
epoch=057 train_wf1=0.6730 validation_wf1=0.6201 cls=0.7940 jepa=3.7654
epoch=058 train_wf1=0.6677 validation_wf1=0.6165 cls=0.7765 jepa=3.7346
epoch=059 train_wf1=0.6857 validation_wf1=0.5455 cls=0.7367 jepa=3.7061
epoch=060 train_wf1=0.6933 validation_wf1=0.6251 cls=0.7356 jepa=3.7046
epoch=061 train_wf1=0.7065 validation_wf1=0.6088 cls=0.7037 jepa=3.6616
epoch=062 train_wf1=0.7161 validation_wf1=0.6375 cls=0.6965 jepa=3.6644
epoch=063 train_wf1=0.7093 validation_wf1=0.6324 cls=0.6855 jepa=3.5958
epoch=064 train_wf1=0.7108 validation_wf1=0.5443 cls=0.7153 jepa=3.5296
epoch=065 train_wf1=0.7134 validation_wf1=0.6204 cls=0.7043 jepa=3.4914
epoch=066 train_wf1=0.7402 validation_wf1=0.6113 cls=0.6461 jepa=3.5174
epoch=067 train_wf1=0.7323 validation_wf1=0.6232 cls=0.6465 jepa=3.5745
epoch=068 train_wf1=0.7255 validation_wf1=0.6119 cls=0.6846 jepa=3.6314
epoch=069 train_wf1=0.7402 validation_wf1=0.6034 cls=0.6444 jepa=3.6706
epoch=070 train_wf1=0.7442 validation_wf1=0.6350 cls=0.6174 jepa=3.6588
epoch=071 train_wf1=0.7489 validation_wf1=0.5295 cls=0.6220 jepa=3.6767
epoch=072 train_wf1=0.7193 validation_wf1=0.6121 cls=0.6896 jepa=3.6574
epoch=073 train_wf1=0.7441 validation_wf1=0.5643 cls=0.6260 jepa=3.6087
epoch=074 train_wf1=0.7488 validation_wf1=0.6193 cls=0.6247 jepa=3.5609
epoch=075 train_wf1=0.7769 validation_wf1=0.5811 cls=0.5746 jepa=3.5408
epoch=076 train_wf1=0.7629 validation_wf1=0.6208 cls=0.5847 jepa=3.5211
epoch=077 train_wf1=0.7776 validation_wf1=0.5878 cls=0.5780 jepa=3.5159
epoch=078 train_wf1=0.7608 validation_wf1=0.6049 cls=0.5765 jepa=3.4903
epoch=079 train_wf1=0.7737 validation_wf1=0.5937 cls=0.5570 jepa=3.4994
epoch=080 train_wf1=0.7712 validation_wf1=0.6309 cls=0.5489 jepa=3.5200
epoch=081 train_wf1=0.7916 validation_wf1=0.5987 cls=0.5286 jepa=3.5866
epoch=082 train_wf1=0.7962 validation_wf1=0.5911 cls=0.5277 jepa=3.6605
epoch=083 train_wf1=0.7980 validation_wf1=0.5624 cls=0.5029 jepa=3.6839
epoch=084 train_wf1=0.7786 validation_wf1=0.6224 cls=0.5517 jepa=3.7429
epoch=085 train_wf1=0.7984 validation_wf1=0.5824 cls=0.5142 jepa=3.7206
epoch=086 train_wf1=0.7838 validation_wf1=0.5567 cls=0.5354 jepa=3.7010
epoch=087 train_wf1=0.7848 validation_wf1=0.5980 cls=0.5390 jepa=3.6452
epoch=088 train_wf1=0.7838 validation_wf1=0.6493 cls=0.5288 jepa=3.6135
epoch=089 train_wf1=0.7986 validation_wf1=0.6198 cls=0.5115 jepa=3.5365
epoch=090 train_wf1=0.8086 validation_wf1=0.6181 cls=0.4739 jepa=3.5206
epoch=091 train_wf1=0.8137 validation_wf1=0.6246 cls=0.4667 jepa=3.5523
epoch=092 train_wf1=0.8211 validation_wf1=0.6050 cls=0.4652 jepa=3.6360
epoch=093 train_wf1=0.8243 validation_wf1=0.5829 cls=0.4299 jepa=3.7152
epoch=094 train_wf1=0.8219 validation_wf1=0.6517 cls=0.4395 jepa=3.7072
epoch=095 train_wf1=0.8369 validation_wf1=0.6104 cls=0.4225 jepa=3.6821
epoch=096 train_wf1=0.8336 validation_wf1=0.5781 cls=0.4351 jepa=3.6567
epoch=097 train_wf1=0.8403 validation_wf1=0.6357 cls=0.4035 jepa=3.5969
epoch=098 train_wf1=0.8388 validation_wf1=0.5842 cls=0.4009 jepa=3.5891
epoch=099 train_wf1=0.8448 validation_wf1=0.6041 cls=0.3855 jepa=3.5924
epoch=100 train_wf1=0.8399 validation_wf1=0.6198 cls=0.3890 jepa=3.5713
