dataset,seed,rate,mode,section,modality,metric,value
iemocap4,69,0.7,fixed0.95,current_observed_write_fit,text,err_after,0.05571551758838926
iemocap4,69,0.7,fixed0.95,current_observed_write_fit,visual,err_after,0.0366052762082858
iemocap4,69,0.7,fixed0.95,retention,audio,err_decay,0.24051262040519725
iemocap4,69,0.7,fixed0.95,retention,text,err_decay,0.2405234230381063
iemocap4,69,0.7,fixed0.95,retention,visual,err_decay,0.20582907578296292
iemocap4,69,0.7,fixed0.95,task,,accuracy,0.7534246575342466
iemocap4,69,0.7,fixed0.95,task,,macro_f1,0.7460319568121455
iemocap4,69,0.7,fixed0.95,task,,weighted_f1,0.7565882496118913
iemocap4,69,0.7,fixed0.9,current_observed_write_fit,audio,err_after,0.07422288476226367
iemocap4,69,0.7,fixed0.9,current_observed_write_fit,text,err_after,0.1074597424009218
iemocap4,69,0.7,fixed0.9,current_observed_write_fit,visual,err_after,0.07086455848939363
iemocap4,69,0.7,fixed0.9,retention,audio,err_decay,0.2545008680179801
iemocap4,69,0.7,fixed0.9,retention,text,err_decay,0.27019236043743994
iemocap4,69,0.7,fixed0.9,retention,visual,err_decay,0.22124569048590736
iemocap4,69,0.7,fixed0.9,task,,accuracy,0.7558420628525383
iemocap4,69,0.7,fixed0.9,task,,macro_f1,0.7481043727251557
iemocap4,69,0.7,fixed0.9,task,,weighted_f1,0.7589299994229325
iemocap4,69,0.7,fixed0.8,current_observed_write_fit,audio,err_after,0.1424855630974024
iemocap4,69,0.7,fixed0.8,current_observed_write_fit,text,err_after,0.2065850955271388
iemocap4,69,0.7,fixed0.8,current_observed_write_fit,visual,err_after,0.1377014034984395
iemocap4,69,0.7,fixed0.8,retention,audio,err_decay,0.28711317311186196
iemocap4,69,0.7,fixed0.8,retention,text,err_decay,0.33346324398278443
iemocap4,69,0.7,fixed0.8,retention,visual,err_decay,0.2575417967739084
iemocap4,69,0.7,fixed0.8,task,,accuracy,0.7614826752618856
iemocap4,69,0.7,fixed0.8,task,,macro_f1,0.7551350498509317
iemocap4,69,0.7,fixed0.8,task,,weighted_f1,0.7641747243633474
iemocap4,69,all,reference,current_observed_write_fit,audio,err_after,0.0015931940347645845
iemocap4,69,all,reference,current_observed_write_fit,text,err_after,0.002485190572426536
iemocap4,69,all,reference,current_observed_write_fit,visual,err_after,0.0015595716071817559
iemocap4,69,all,reference,task,,accuracy,0.808058017727639
iemocap4,69,all,reference,task,,macro_f1,0.8000203753230922
iemocap4,69,all,reference,task,,weighted_f1,0.8087877636716058
iemocap4,69,all,fixed0.95,current_observed_write_fit,audio,err_after,0.03564909630736825
iemocap4,69,all,fixed0.95,current_observed_write_fit,text,err_after,0.05558580162254428
iemocap4,69,all,fixed0.95,current_observed_write_fit,visual,err_after,0.034329486091415846
iemocap4,69,all,fixed0.95,task,,accuracy,0.8104754230459307
iemocap4,69,all,fixed0.95,task,,macro_f1,0.8021423539333791
iemocap4,69,all,fixed0.95,task,,weighted_f1,0.8112553096571076
iemocap4,69,all,fixed0.9,current_observed_write_fit,audio,err_after,0.06860438519849668
iemocap4,69,all,fixed0.9,current_observed_write_fit,text,err_after,0.10688216462372621
iemocap4,69,all,fixed0.9,current_observed_write_fit,visual,err_after,0.06626437617129442
iemocap4,69,all,fixed0.9,task,,accuracy,0.8120870265914585
iemocap4,69,all,fixed0.9,task,,macro_f1,0.8038514169758463
iemocap4,69,all,fixed0.9,task,,weighted_f1,0.8128831958478155
iemocap4,69,all,fixed0.8,current_observed_write_fit,audio,err_after,0.1316341626819353
iemocap4,69,all,fixed0.8,current_observed_write_fit,text,err_after,0.2046232480272248
iemocap4,69,all,fixed0.8,current_observed_write_fit,visual,err_after,0.12815834952030777
iemocap4,69,all,fixed0.8,task,,accuracy,0.8162771958098308
iemocap4,69,all,fixed0.8,task,,macro_f1,0.8086136766930843
iemocap4,69,all,fixed0.8,task,,weighted_f1,0.8169844325975294
iemocap4,70,0,reference,current_observed_write_fit,audio,err_after,0.0017909055012319535
iemocap4,70,0,reference,current_observed_write_fit,text,err_after,0.0025840620177794227
iemocap4,70,0,reference,current_observed_write_fit,visual,err_after,0.0017548082094484916
iemocap4,70,0,reference,task,,accuracy,0.8396454472199839
iemocap4,70,0,reference,task,,macro_f1,0.8375112659972662
iemocap4,70,0,reference,task,,weighted_f1,0.8386958500566759
iemocap4,70,0,fixed0.95,current_observed_write_fit,audio,err_after,0.03897976055543376
iemocap4,70,0,fixed0.95,current_observed_write_fit,text,err_after,0.056620675620221814
iemocap4,70,0,fixed0.95,current_observed_write_fit,visual,err_after,0.03706850713669984
iemocap4,70,0,fixed0.95,task,,accuracy,0.8420628525382756
iemocap4,70,0,fixed0.95,task,,macro_f1,0.8401177236209898
iemocap4,70,0,fixed0.95,task,,weighted_f1,0.8411858425878925
iemocap4,70,0,fixed0.9,current_observed_write_fit,audio,err_after,0.07494370898402218
iemocap4,70,0,fixed0.9,current_observed_write_fit,text,err_after,0.10879675727374653
iemocap4,70,0,fixed0.9,current_observed_write_fit,visual,err_after,0.07129347245216423
iemocap4,70,0,fixed0.9,task,,accuracy,0.8436744560838034
iemocap4,70,0,fixed0.9,task,,macro_f1,0.8423374336972475
iemocap4,70,0,fixed0.9,task,,weighted_f1,0.8428207613235316
iemocap4,70,0,fixed0.8,current_observed_write_fit,audio,err_after,0.1436018158756174
iemocap4,70,0,fixed0.8,current_observed_write_fit,text,err_after,0.2081710475086633
iemocap4,70,0,fixed0.8,current_observed_write_fit,visual,err_after,0.1368554534588409
iemocap4,70,0,fixed0.8,task,,accuracy,0.8493150684931506
iemocap4,70,0,fixed0.8,task,,macro_f1,0.8484071583265202
iemocap4,70,0,fixed0.8,task,,weighted_f1,0.8485847478797827
iemocap4,70,0.1,reference,current_observed_write_fit,audio,err_after,0.0017925923762095615
iemocap4,70,0.1,reference,current_observed_write_fit,text,err_after,0.0025610402257775556
iemocap4,70,0.1,reference,current_observed_write_fit,visual,err_after,0.0017406958078517297
iemocap4,70,0.1,reference,retention,audio,err_decay,0.058976884071382074
iemocap4,70,0.1,reference,retention,text,err_decay,0.05435431056995262
iemocap4,70,0.1,reference,retention,visual,err_decay,0.05582175350700242
iemocap4,70,0.1,reference,task,,accuracy,0.8428686543110395
iemocap4,70,0.1,reference,task,,macro_f1,0.8403947122759383
iemocap4,70,0.1,reference,task,,weighted_f1,0.8419318815887809
iemocap4,70,0.1,fixed0.95,current_observed_write_fit,audio,err_after,0.03951211123704404
iemocap4,70,0.1,fixed0.95,current_observed_write_fit,text,err_after,0.05676945976685293
iemocap4,70,0.1,fixed0.95,current_observed_write_fit,visual,err_after,0.03740340058118889
iemocap4,70,0.1,fixed0.95,retention,audio,err_decay,0.08499076029618889
iemocap4,70,0.1,fixed0.95,retention,text,err_decay,0.09824345592416592
iemocap4,70,0.1,fixed0.95,retention,visual,err_decay,0.08105423456280787
iemocap4,70,0.1,fixed0.95,task,,accuracy,0.8444802578565673
iemocap4,70,0.1,fixed0.95,task,,macro_f1,0.8417674285880759
iemocap4,70,0.1,fixed0.95,task,,weighted_f1,0.8433704198301196
iemocap4,70,0.1,fixed0.9,current_observed_write_fit,audio,err_after,0.07598724178470177
iemocap4,70,0.1,fixed0.9,current_observed_write_fit,text,err_after,0.1091294197171476
iemocap4,70,0.1,fixed0.9,current_observed_write_fit,visual,err_after,0.07199206959033734
iemocap4,70,0.1,fixed0.9,retention,audio,err_decay,0.11551472704082619
iemocap4,70,0.1,fixed0.9,retention,text,err_decay,0.14523085769330865
iemocap4,70,0.1,fixed0.9,retention,visual,err_decay,0.11032000773100771
iemocap4,70,0.1,fixed0.9,task,,accuracy,0.8452860596293312
iemocap4,70,0.1,fixed0.9,task,,macro_f1,0.8428393097945629
iemocap4,70,0.1,fixed0.9,task,,weighted_f1,0.844183793142904
iemocap4,70,0.1,fixed0.8,current_observed_write_fit,audio,err_after,0.14565004593858571
iemocap4,70,0.1,fixed0.8,current_observed_write_fit,text,err_after,0.20891703277046075
iemocap4,70,0.1,fixed0.8,current_observed_write_fit,visual,err_after,0.13836566553686439
iemocap4,70,0.1,fixed0.8,retention,audio,err_decay,0.17707186149276902
iemocap4,70,0.1,fixed0.8,retention,text,err_decay,0.2375108127323405
iemocap4,70,0.1,fixed0.8,retention,visual,err_decay,0.16950429485649124
iemocap4,70,0.1,fixed0.8,task,,accuracy,0.8428686543110395
iemocap4,70,0.1,fixed0.8,task,,macro_f1,0.8399605604209185
iemocap4,70,0.1,fixed0.8,task,,weighted_f1,0.8417969650846363
iemocap4,70,0.3,reference,current_observed_write_fit,audio,err_after,0.001797000055615529
iemocap4,70,0.3,reference,current_observed_write_fit,text,err_after,0.002484645460657017
iemocap4,70,0.3,reference,current_observed_write_fit,visual,err_after,0.0017775310522591767
iemocap4,70,0.3,reference,retention,audio,err_decay,0.10885102648293589
iemocap4,70,0.3,reference,retention,text,err_decay,0.07886718821578792
iemocap4,70,0.3,reference,retention,visual,err_decay,0.11632764232263469
iemocap4,70,0.3,reference,task,,accuracy,0.8315874294923449
iemocap4,70,0.3,reference,task,,macro_f1,0.8229131472256634
iemocap4,70,0.3,reference,task,,weighted_f1,0.8301643464268517
iemocap4,70,0.3,fixed0.95,current_observed_write_fit,audio,err_after,0.04050845680064542
iemocap4,70,0.3,fixed0.95,current_observed_write_fit,text,err_after,0.05631834185170669
iemocap4,70,0.3,fixed0.95,current_observed_write_fit,visual,err_after,0.039313729529405164
iemocap4,70,0.3,fixed0.95,retention,audio,err_decay,0.13028899017298973
iemocap4,70,0.3,fixed0.95,retention,text,err_decay,0.11801551462683295
iemocap4,70,0.3,fixed0.95,retention,visual,err_decay,0.137884365403536
iemocap4,70,0.3,fixed0.95,task,,accuracy,0.8323932312651088
iemocap4,70,0.3,fixed0.95,task,,macro_f1,0.824088073313169
iemocap4,70,0.3,fixed0.95,task,,weighted_f1,0.8310080439466699
iemocap4,70,0.3,fixed0.9,current_observed_write_fit,audio,err_after,0.07792978249952805
iemocap4,70,0.3,fixed0.9,current_observed_write_fit,text,err_after,0.10838199807081142
iemocap4,70,0.3,fixed0.9,current_observed_write_fit,visual,err_after,0.07571183161651185
iemocap4,70,0.3,fixed0.9,retention,audio,err_decay,0.15614032062763225
iemocap4,70,0.3,fixed0.9,retention,text,err_decay,0.1608648913380291
iemocap4,70,0.3,fixed0.9,retention,visual,err_decay,0.16356030257103785
iemocap4,70,0.3,fixed0.9,task,,accuracy,0.8331990330378727
iemocap4,70,0.3,fixed0.9,task,,macro_f1,0.8250511078731844
iemocap4,70,0.3,fixed0.9,task,,weighted_f1,0.8318266382498141
iemocap4,70,0.3,fixed0.8,current_observed_write_fit,audio,err_after,0.14941147288092388
iemocap4,70,0.3,fixed0.8,current_observed_write_fit,text,err_after,0.20781997944256758
iemocap4,70,0.3,fixed0.8,current_observed_write_fit,visual,err_after,0.1456239840803346
iemocap4,70,0.3,fixed0.8,retention,audio,err_decay,0.21017166921481334
iemocap4,70,0.3,fixed0.8,retention,text,err_decay,0.24679097481042384
iemocap4,70,0.3,fixed0.8,retention,visual,err_decay,0.21750896573053136
iemocap4,70,0.3,fixed0.8,task,,accuracy,0.8364222401289283
iemocap4,70,0.3,fixed0.8,task,,macro_f1,0.8287603309371481
iemocap4,70,0.3,fixed0.8,task,,weighted_f1,0.8351763201008807
iemocap4,70,0.5,reference,current_observed_write_fit,audio,err_after,0.0017513668021543391
iemocap4,70,0.5,reference,current_observed_write_fit,text,err_after,0.0024583947935436223
iemocap4,70,0.5,reference,current_observed_write_fit,visual,err_after,0.001767394519558924
iemocap4,70,0.5,reference,retention,audio,err_decay,0.15515770077450589
iemocap4,70,0.5,reference,retention,text,err_decay,0.16358082020253112
iemocap4,70,0.5,reference,retention,visual,err_decay,0.1496940495205704
iemocap4,70,0.5,reference,task,,accuracy,0.8170829975825947
iemocap4,70,0.5,reference,task,,macro_f1,0.8054856542191091
iemocap4,70,0.5,reference,task,,weighted_f1,0.8159117239494522
iemocap4,70,0.5,fixed0.95,current_observed_write_fit,audio,err_after,0.040686536186283616
iemocap4,70,0.5,fixed0.95,current_observed_write_fit,text,err_after,0.05716292884166127
iemocap4,70,0.5,fixed0.95,current_observed_write_fit,visual,err_after,0.040568634794972684
iemocap4,70,0.5,fixed0.95,retention,audio,err_decay,0.17100563610042885
iemocap4,70,0.5,fixed0.95,retention,text,err_decay,0.19542339514009655
iemocap4,70,0.5,fixed0.95,retention,visual,err_decay,0.16712856866015974
iemocap4,70,0.5,fixed0.95,task,,accuracy,0.8186946011281225
iemocap4,70,0.5,fixed0.95,task,,macro_f1,0.8081019629748679
iemocap4,70,0.5,fixed0.95,task,,weighted_f1,0.8175444426701726
iemocap4,70,0.5,fixed0.9,current_observed_write_fit,audio,err_after,0.07834755512666416
iemocap4,70,0.5,fixed0.9,current_observed_write_fit,text,err_after,0.11009710414694336
iemocap4,70,0.5,fixed0.9,current_observed_write_fit,visual,err_after,0.07817533783711733
iemocap4,70,0.5,fixed0.9,retention,audio,err_decay,0.19119400306086426
iemocap4,70,0.5,fixed0.9,retention,text,err_decay,0.2315231709552322
iemocap4,70,0.5,fixed0.9,retention,visual,err_decay,0.18878600570255524
iemocap4,70,0.5,fixed0.9,task,,accuracy,0.8186946011281225
iemocap4,70,0.5,fixed0.9,task,,macro_f1,0.8078621797277901
iemocap4,70,0.5,fixed0.9,task,,weighted_f1,0.8175694396340316
iemocap4,70,0.5,fixed0.8,current_observed_write_fit,audio,err_after,0.15046469746225014
iemocap4,70,0.5,fixed0.8,current_observed_write_fit,text,err_after,0.2112786037106325
iemocap4,70,0.5,fixed0.8,current_observed_write_fit,visual,err_after,0.15046680899317788
iemocap4,70,0.5,fixed0.8,retention,audio,err_decay,0.2355048844986156
iemocap4,70,0.5,fixed0.8,retention,text,err_decay,0.3066407078603692
iemocap4,70,0.5,fixed0.8,retention,visual,err_decay,0.23634873141169369
iemocap4,70,0.5,fixed0.8,task,,accuracy,0.8186946011281225
iemocap4,70,0.5,fixed0.8,task,,macro_f1,0.8092957450900926
iemocap4,70,0.5,fixed0.8,task,,weighted_f1,0.8175728000372404
iemocap4,70,0.7,reference,current_observed_write_fit,audio,err_after,0.0017596739111329605
iemocap4,70,0.7,reference,current_observed_write_fit,text,err_after,0.0023727209640874583
iemocap4,70,0.7,reference,current_observed_write_fit,visual,err_after,0.0016539447236899618
iemocap4,70,0.7,reference,retention,audio,err_decay,0.2000692404111546
iemocap4,70,0.7,reference,retention,text,err_decay,0.19298099564969415
iemocap4,70,0.7,reference,retention,visual,err_decay,0.22448484108797573
iemocap4,70,0.7,reference,task,,accuracy,0.7921031426269137
iemocap4,70,0.7,reference,task,,macro_f1,0.7860154011403931
iemocap4,70,0.7,reference,task,,weighted_f1,0.7914557993276369
iemocap4,70,0.7,fixed0.95,current_observed_write_fit,audio,err_after,0.04260018383296916
iemocap4,70,0.7,fixed0.95,current_observed_write_fit,text,err_after,0.05707664415152261
iemocap4,70,0.7,fixed0.95,current_observed_write_fit,visual,err_after,0.03993601379631034
iemocap4,70,0.7,fixed0.95,retention,audio,err_decay,0.21413515755831375
iemocap4,70,0.7,fixed0.95,retention,text,err_decay,0.22097629372852087
iemocap4,70,0.7,fixed0.95,retention,visual,err_decay,0.2356888742984174
iemocap4,70,0.7,fixed0.95,task,,accuracy,0.7961321514907332
iemocap4,70,0.7,fixed0.95,task,,macro_f1,0.7904992678751157
iemocap4,70,0.7,fixed0.95,task,,weighted_f1,0.7954721323756607
iemocap4,70,0.7,fixed0.9,current_observed_write_fit,audio,err_after,0.08215696166047738
iemocap4,70,0.7,fixed0.9,current_observed_write_fit,text,err_after,0.110112148135485
iemocap4,70,0.7,fixed0.9,current_observed_write_fit,visual,err_after,0.07719820001991898
iemocap4,70,0.7,fixed0.9,retention,audio,err_decay,0.23261955248685007
iemocap4,70,0.7,fixed0.9,retention,text,err_decay,0.253328177235244
iemocap4,70,0.7,fixed0.9,retention,visual,err_decay,0.250973332436265
iemocap4,70,0.7,fixed0.9,task,,accuracy,0.7969379532634971
iemocap4,70,0.7,fixed0.9,task,,macro_f1,0.7909824545221484
iemocap4,70,0.7,fixed0.9,task,,weighted_f1,0.7963415529668214
iemocap4,70,0.7,fixed0.8,current_observed_write_fit,audio,err_after,0.1581734200394047
iemocap4,70,0.7,fixed0.8,current_observed_write_fit,text,err_after,0.211805229048845
iemocap4,70,0.7,fixed0.8,current_observed_write_fit,visual,err_after,0.1495013211054497
iemocap4,70,0.7,fixed0.8,retention,audio,err_decay,0.2748622794662986
iemocap4,70,0.7,fixed0.8,retention,text,err_decay,0.32241813704832895
iemocap4,70,0.7,fixed0.8,retention,visual,err_decay,0.2875273521881924
iemocap4,70,0.7,fixed0.8,task,,accuracy,0.8009669621273167
iemocap4,70,0.7,fixed0.8,task,,macro_f1,0.7966949787104022
iemocap4,70,0.7,fixed0.8,task,,weighted_f1,0.80058978906221
iemocap4,70,all,reference,current_observed_write_fit,audio,err_after,0.0017783077292688688
iemocap4,70,all,reference,current_observed_write_fit,text,err_after,0.0024921726923690154
iemocap4,70,all,reference,current_observed_write_fit,visual,err_after,0.0017388748625616567
iemocap4,70,all,reference,task,,accuracy,0.8246575342465754
iemocap4,70,all,reference,task,,macro_f1,0.8184640361716741
iemocap4,70,all,reference,task,,weighted_f1,0.8236319202698795
iemocap4,70,all,fixed0.95,current_observed_write_fit,audio,err_after,0.0404574097224752
iemocap4,70,all,fixed0.95,current_observed_write_fit,text,err_after,0.05678961004639306
iemocap4,70,all,fixed0.95,current_observed_write_fit,visual,err_after,0.038858057167715385
iemocap4,70,all,fixed0.95,task,,accuracy,0.8267526188557615
iemocap4,70,all,fixed0.95,task,,macro_f1,0.8209148912744436
iemocap4,70,all,fixed0.95,task,,weighted_f1,0.825716176282103
iemocap4,70,all,fixed0.9,current_observed_write_fit,audio,err_after,0.0778730500110787
iemocap4,70,all,fixed0.9,current_observed_write_fit,text,err_after,0.10930348546882679
iemocap4,70,all,fixed0.9,current_observed_write_fit,visual,err_after,0.07487418230320994
iemocap4,70,all,fixed0.9,task,,accuracy,0.8275584206285254
iemocap4,70,all,fixed0.9,task,,macro_f1,0.8218144971229866
iemocap4,70,all,fixed0.9,task,,weighted_f1,0.8265484370634205
iemocap4,70,all,fixed0.8,current_observed_write_fit,audio,err_after,0.14946029043935638
iemocap4,70,all,fixed0.8,current_observed_write_fit,text,err_after,0.20959837849623383
iemocap4,70,all,fixed0.8,current_observed_write_fit,visual,err_after,0.1441626466349335
iemocap4,70,all,fixed0.8,task,,accuracy,0.8296535052377115
iemocap4,70,all,fixed0.8,task,,macro_f1,0.8246237546970163
iemocap4,70,all,fixed0.8,task,,weighted_f1,0.82874412443295
mosi,66,0,reference,current_observed_write_fit,audio,err_after,0.0005709389285621743
mosi,66,0,reference,current_observed_write_fit,text,err_after,0.0018372902058040076
mosi,66,0,reference,current_observed_write_fit,visual,err_after,0.001078652199796957
mosi,66,0,reference,task,,accuracy,0.8628048780487805
mosi,66,0,reference,task,,correlation,0.7941483858414453
mosi,66,0,reference,task,,macro_f1,0.8575495825893934
mosi,66,0,reference,task,,mae,0.7441762685775757
mosi,66,0,reference,task,,predicted_sign_count,2.0
mosi,66,0,reference,task,,prediction_std,1.2730540037155151
mosi,66,0,reference,task,,weighted_f1,0.8618038693898497
mosi,66,0,fixed0.95,current_observed_write_fit,audio,err_after,0.009695267169928938
mosi,66,0,fixed0.95,current_observed_write_fit,text,err_after,0.040723160719531235
mosi,66,0,fixed0.95,current_observed_write_fit,visual,err_after,0.01780490203618524
mosi,66,0,fixed0.95,task,,accuracy,0.8628048780487805
mosi,66,0,fixed0.95,task,,correlation,0.7942609280853283
mosi,66,0,fixed0.95,task,,macro_f1,0.8575495825893934
mosi,66,0,fixed0.95,task,,mae,0.7439521551132202
mosi,66,0,fixed0.95,task,,predicted_sign_count,2.0
mosi,66,0,fixed0.95,task,,prediction_std,1.2735421657562256
mosi,66,0,fixed0.95,task,,weighted_f1,0.8618038693898497
mosi,66,0,fixed0.9,current_observed_write_fit,audio,err_after,0.018822389942204917
mosi,66,0,fixed0.9,current_observed_write_fit,text,err_after,0.07840530901671959
mosi,66,0,fixed0.9,current_observed_write_fit,visual,err_after,0.03440590833602086
mosi,66,0,fixed0.9,task,,accuracy,0.8628048780487805
mosi,66,0,fixed0.9,task,,correlation,0.7943722960058622
mosi,66,0,fixed0.9,task,,macro_f1,0.8575495825893934
mosi,66,0,fixed0.9,task,,mae,0.7437254786491394
mosi,66,0,fixed0.9,task,,predicted_sign_count,2.0
mosi,66,0,fixed0.9,task,,prediction_std,1.2739806175231934
mosi,66,0,fixed0.9,task,,weighted_f1,0.8618038693898497
mosi,66,0,fixed0.8,current_observed_write_fit,audio,err_after,0.03708556101261366
mosi,66,0,fixed0.8,current_observed_write_fit,text,err_after,0.15109342670899004
mosi,66,0,fixed0.8,current_observed_write_fit,visual,err_after,0.0670476041493412
mosi,66,0,fixed0.8,task,,accuracy,0.864329268292683
mosi,66,0,fixed0.8,task,,correlation,0.7945906719682801
mosi,66,0,fixed0.8,task,,macro_f1,0.8590463222495033
mosi,66,0,fixed0.8,task,,mae,0.7432605624198914
mosi,66,0,fixed0.8,task,,predicted_sign_count,2.0
mosi,66,0,fixed0.8,task,,prediction_std,1.2747232913970947
mosi,66,0,fixed0.8,task,,weighted_f1,0.863289318284183
mosi,66,0.1,reference,current_observed_write_fit,audio,err_after,0.0005763049341354426
mosi,66,0.1,reference,current_observed_write_fit,text,err_after,0.0018245701394498106
mosi,66,0.1,reference,current_observed_write_fit,visual,err_after,0.0010780226751504764
mosi,66,0.1,reference,retention,audio,err_decay,0.042738600202076336
mosi,66,0.1,reference,retention,text,err_decay,0.028979246478370378
mosi,66,0.1,reference,retention,visual,err_decay,0.037221925049865
mosi,66,0.1,reference,task,,accuracy,0.8460365853658537
mosi,66,0.1,reference,task,,correlation,0.7632947345208012
mosi,66,0.1,reference,task,,macro_f1,0.839227780864864
mosi,66,0.1,reference,task,,mae,0.7957165837287903
mosi,66,0.1,reference,task,,predicted_sign_count,2.0
mosi,66,0.1,reference,task,,prediction_std,1.2324682474136353
mosi,66,0.1,reference,task,,weighted_f1,0.8443722109322784
mosi,66,0.1,fixed0.95,current_observed_write_fit,audio,err_after,0.01050894411502208
mosi,66,0.1,fixed0.95,current_observed_write_fit,text,err_after,0.041034186839944184
mosi,66,0.1,fixed0.95,current_observed_write_fit,visual,err_after,0.018771324514741516
mosi,66,0.1,fixed0.95,retention,audio,err_decay,0.04754992254311219
mosi,66,0.1,fixed0.95,retention,text,err_decay,0.060240555216859976
mosi,66,0.1,fixed0.95,retention,visual,err_decay,0.044103784820375344
mosi,66,0.1,fixed0.95,task,,accuracy,0.8460365853658537
mosi,66,0.1,fixed0.95,task,,correlation,0.7635216888813631
mosi,66,0.1,fixed0.95,task,,macro_f1,0.839227780864864
mosi,66,0.1,fixed0.95,task,,mae,0.795413076877594
mosi,66,0.1,fixed0.95,task,,predicted_sign_count,2.0
mosi,66,0.1,fixed0.95,task,,prediction_std,1.2326470613479614
mosi,66,0.1,fixed0.95,task,,weighted_f1,0.8443722109322784
mosi,66,0.1,fixed0.9,current_observed_write_fit,audio,err_after,0.020400923063648997
mosi,66,0.1,fixed0.9,current_observed_write_fit,text,err_after,0.0790999470844365
mosi,66,0.1,fixed0.9,current_observed_write_fit,visual,err_after,0.036292070831048816
mosi,66,0.1,fixed0.9,retention,audio,err_decay,0.05425365181872621
mosi,66,0.1,fixed0.9,retention,text,err_decay,0.09539632337220327
mosi,66,0.1,fixed0.9,retention,visual,err_decay,0.054088130341066666
mosi,66,0.1,fixed0.9,task,,accuracy,0.8475609756097561
mosi,66,0.1,fixed0.9,task,,correlation,0.7637087795514625
mosi,66,0.1,fixed0.9,task,,macro_f1,0.8409234201464668
mosi,66,0.1,fixed0.9,task,,mae,0.7951679825782776
mosi,66,0.1,fixed0.9,task,,predicted_sign_count,2.0
mosi,66,0.1,fixed0.9,task,,prediction_std,1.232774019241333
mosi,66,0.1,fixed0.9,task,,weighted_f1,0.8459758877379259
mosi,66,0.1,fixed0.8,current_observed_write_fit,audio,err_after,0.040168306785130996
mosi,66,0.1,fixed0.8,current_observed_write_fit,text,err_after,0.1527299703995972
mosi,66,0.1,fixed0.8,current_observed_write_fit,visual,err_after,0.07072426241915523
mosi,66,0.1,fixed0.8,retention,audio,err_decay,0.07024343880689948
mosi,66,0.1,fixed0.8,retention,text,err_decay,0.16658860067246664
mosi,66,0.1,fixed0.8,retention,visual,err_decay,0.07714826411878069
mosi,66,0.1,fixed0.8,task,,accuracy,0.8490853658536586
mosi,66,0.1,fixed0.8,task,,correlation,0.7639571326105594
mosi,66,0.1,fixed0.8,task,,macro_f1,0.8426160859039324
mosi,66,0.1,fixed0.8,task,,mae,0.7948094010353088
mosi,66,0.1,fixed0.8,task,,predicted_sign_count,2.0
mosi,66,0.1,fixed0.8,task,,prediction_std,1.2329025268554688
mosi,66,0.1,fixed0.8,task,,weighted_f1,0.8475774885721434
mosi,66,0.3,reference,current_observed_write_fit,audio,err_after,0.0005791121416379986
mosi,66,0.3,reference,current_observed_write_fit,text,err_after,0.001821056478842557
mosi,66,0.3,reference,current_observed_write_fit,visual,err_after,0.0010433219939136042
mosi,66,0.3,reference,retention,audio,err_decay,0.05730860543686872
mosi,66,0.3,reference,retention,text,err_decay,0.05133030086110991
mosi,66,0.3,reference,retention,visual,err_decay,0.060613578997200004
mosi,66,0.3,reference,task,,accuracy,0.7820121951219512
mosi,66,0.3,reference,task,,correlation,0.6613920510465879
mosi,66,0.3,reference,task,,macro_f1,0.7755870004664904
mosi,66,0.3,reference,task,,mae,0.9413937926292419
mosi,66,0.3,reference,task,,predicted_sign_count,2.0
mosi,66,0.3,reference,task,,prediction_std,1.139502763748169
mosi,66,0.3,reference,task,,weighted_f1,0.7814912333931301
mosi,66,0.3,fixed0.95,current_observed_write_fit,audio,err_after,0.011599193240848854
mosi,66,0.3,fixed0.95,current_observed_write_fit,text,err_after,0.042296412025676355
mosi,66,0.3,fixed0.95,current_observed_write_fit,visual,err_after,0.020722371137734237
mosi,66,0.3,fixed0.95,retention,audio,err_decay,0.06094543908393996
mosi,66,0.3,fixed0.95,retention,text,err_decay,0.08361495664247717
mosi,66,0.3,fixed0.95,retention,visual,err_decay,0.07030669566420084
mosi,66,0.3,fixed0.95,task,,accuracy,0.7835365853658537
mosi,66,0.3,fixed0.95,task,,correlation,0.6615958206347732
mosi,66,0.3,fixed0.95,task,,macro_f1,0.7770373774509804
mosi,66,0.3,fixed0.95,task,,mae,0.9412809014320374
mosi,66,0.3,fixed0.95,task,,predicted_sign_count,2.0
mosi,66,0.3,fixed0.95,task,,prediction_std,1.1396499872207642
mosi,66,0.3,fixed0.95,task,,weighted_f1,0.782956298944883
mosi,66,0.3,fixed0.9,current_observed_write_fit,audio,err_after,0.022517089883643433
mosi,66,0.3,fixed0.9,current_observed_write_fit,text,err_after,0.08158897263181739
mosi,66,0.3,fixed0.9,current_observed_write_fit,visual,err_after,0.03997767465901846
mosi,66,0.3,fixed0.9,retention,audio,err_decay,0.06638714542773741
mosi,66,0.3,fixed0.9,retention,text,err_decay,0.11921534816113612
mosi,66,0.3,fixed0.9,retention,visual,err_decay,0.08349618930369615
mosi,66,0.3,fixed0.9,task,,accuracy,0.7850609756097561
mosi,66,0.3,fixed0.9,task,,correlation,0.6617889706504605
mosi,66,0.3,fixed0.9,task,,macro_f1,0.7787256438166095
mosi,66,0.3,fixed0.9,task,,mae,0.9411357641220093
mosi,66,0.3,fixed0.9,task,,predicted_sign_count,2.0
mosi,66,0.3,fixed0.9,task,,prediction_std,1.139762043952942
mosi,66,0.3,fixed0.9,task,,weighted_f1,0.7845473000589603
