seed,rate,pattern,t,n,weighted_f1,score_delta_mean,score_mae,score_p90_abs,sign_flip_percent
67,0.3,ALL,-1.0,283,81.22930150339359,0.034367218524770475,0.049666160931514554,0.1639344692230225,0.35335689045936397
67,0.3,ALL,-0.5,283,81.22930150339359,0.02163367447617724,0.03416733297292314,0.10921926498413087,0.35335689045936397
67,0.3,ALL,0.0,283,81.22930150339359,0.011190568498424633,0.021225012269516084,0.06221284866333009,0.35335689045936397
67,0.3,ALL,0.5,283,81.22930150339359,0.0039171459409984176,0.009962006304215627,0.02435135841369629,0.35335689045936397
67,0.3,ALL,1.0,283,80.88485468923736,0.0,0.0,0.0,0.0
67,0.3,AT,-1.0,95,91.54201292705447,0.021441334093871868,0.03472689068631122,0.07320256233215335,0.0
67,0.3,AT,-0.5,95,91.54201292705447,0.010865365596194016,0.021180026546904915,0.04811208248138429,0.0
67,0.3,AT,0.0,95,91.54201292705447,0.0033639758041030484,0.013271773567325191,0.027119851112365725,0.0
67,0.3,AT,0.5,95,91.54201292705447,-0.0002474034303113034,0.0066364104026242305,0.013757324218750004,0.0
67,0.3,AT,1.0,95,91.54201292705447,0.0,0.0,0.0,0.0
67,0.3,AV,-1.0,99,65.62143530228639,-0.0011378659518680187,0.016228174978885988,0.026833319664001466,1.0101010101010102
67,0.3,AV,-0.5,99,65.62143530228639,-0.002977156089712875,0.015457495200363073,0.022889697551727296,1.0101010101010102
67,0.3,AV,0.0,99,65.62143530228639,-0.003431471422164127,0.01249851088858012,0.017874991893768313,1.0101010101010102
67,0.3,AV,0.5,99,65.62143530228639,-0.0024278080655318317,0.007321969097988172,0.010515844821929932,1.0101010101010102
67,0.3,AV,1.0,99,64.63201251141977,0.0,0.0,0.0,0.0
67,0.3,TV,-1.0,89,87.62137851024268,0.08765893070592304,0.10280763601695889,0.18741613626480103,0.0
67,0.3,TV,-0.5,89,87.62137851024268,0.060504029191025856,0.06884225488253189,0.12535507678985597,0.0
67,0.3,TV,0.0,89,87.62137851024268,0.035809762409647526,0.03942143152143513,0.07469375133514404,0.0
67,0.3,TV,0.5,89,87.62137851024268,0.015420321636739072,0.016448470282504398,0.034141504764556886,0.0
67,0.3,TV,1.0,89,87.62137851024268,0.0,0.0,0.0,0.0
67,0.4,ALL,-1.0,256,75.73778044871796,0.0455950926298101,0.05629927148038405,0.1670839637517929,1.171875
67,0.4,ALL,-0.5,256,75.32306350040939,0.02937653227490955,0.038707633615558734,0.11202847957611084,0.78125
67,0.4,ALL,0.0,256,75.32306350040939,0.015828776089620078,0.023560957310110098,0.06329576671123505,0.78125
67,0.4,ALL,0.5,256,75.6908757157563,0.005961090992059326,0.010848557165445527,0.027860119938850403,0.390625
67,0.4,ALL,1.0,256,76.05859973007816,0.0,0.0,0.0,0.0
67,0.4,AT,-1.0,86,79.50855638437912,0.03317832474618457,0.038010004777894464,0.073024220764637,0.0
67,0.4,AT,-0.5,86,79.50855638437912,0.01942161860507588,0.02349214836261993,0.05177885293960571,0.0
67,0.4,AT,0.0,86,79.50855638437912,0.008852344439473263,0.013649948634380517,0.03112208843231201,0.0
67,0.4,AT,0.5,86,79.50855638437912,0.0023593268422193304,0.006494866207588551,0.013406962156295776,0.0
67,0.4,AT,1.0,86,79.50855638437912,0.0,0.0,0.0,0.0
67,0.4,AV,-1.0,89,64.07218249914878,-0.0012633229993032605,0.015525613796342624,0.02493332624435425,1.1235955056179776
67,0.4,AV,-0.5,89,62.9681825342422,-0.003077214311682776,0.014566259877233024,0.02199371457099915,0.0
67,0.4,AV,0.0,89,62.9681825342422,-0.0034965758075874843,0.011721352910560168,0.017830824851989745,0.0
67,0.4,AV,0.5,89,62.9681825342422,-0.002456630098769504,0.006838115779787637,0.010016340017318727,0.0
67,0.4,AV,1.0,89,62.9681825342422,0.0,0.0,0.0,0.0
67,0.4,TV,-1.0,81,83.8925151908532,0.11026473496293213,0.12051819086672715,0.19158168137073517,2.4691358024691357
67,0.4,TV,-0.5,81,83.8925151908532,0.07560500168000106,0.08138805330029608,0.13018734008073807,2.4691358024691357
67,0.4,TV,0.0,81,83.8925151908532,0.04446988029658427,0.04709270468878525,0.07580333948135376,2.4691358024691357
67,0.4,TV,0.5,81,85.07220748600058,0.019034287213911243,0.019877528840744937,0.034060001373291016,1.2345679012345678
67,0.4,TV,1.0,81,86.25638169497817,0.0,0.0,0.0,0.0
67,0.5,ALL,-1.0,235,80.80821306353221,0.03165066107869782,0.04851853905760861,0.14327578544616698,0.425531914893617
67,0.5,ALL,-0.5,235,80.80821306353221,0.02044495177712846,0.033682901570771605,0.09762380123138427,0.425531914893617
67,0.5,ALL,0.0,235,81.24940176412234,0.011074344338254726,0.02088800332647689,0.05524110794067382,0.0
67,0.5,ALL,0.5,235,81.24940176412234,0.004195638127783512,0.009762546832257128,0.023829865455627437,0.0
67,0.5,ALL,1.0,235,81.24940176412234,0.0,0.0,0.0,0.0
67,0.5,AT,-1.0,77,88.1689738832596,0.02154399696495626,0.03385629156580219,0.07604458332061768,0.0
67,0.5,AT,-0.5,77,88.1689738832596,0.012289711891056656,0.0213385144030893,0.04997391998767855,0.0
67,0.5,AT,0.0,77,88.1689738832596,0.005291937040044116,0.012972170462856045,0.0288900375366211,0.0
67,0.5,AT,0.5,77,88.1689738832596,0.0011848568335756078,0.006139568016900645,0.013488483428955082,0.0
67,0.5,AT,1.0,77,88.1689738832596,0.0,0.0,0.0,0.0
67,0.5,AV,-1.0,80,65.36458333333334,-0.001457415334880352,0.015564598143100739,0.025223219394683843,0.0
67,0.5,AV,-0.5,80,65.36458333333334,-0.0033330108504742383,0.014802655344828964,0.02346814870834351,0.0
67,0.5,AV,0.0,80,65.36458333333334,-0.0037252264097332954,0.012000190652906894,0.018894861638545993,0.0
67,0.5,AV,0.5,80,65.36458333333334,-0.0025900410022586585,0.0070581024046987295,0.010481625795364382,0.0
67,0.5,AV,1.0,80,65.36458333333334,0.0,0.0,0.0,0.0
67,0.5,TV,-1.0,78,89.70931029754558,0.07558475402542032,0.09679172277593842,0.16614952087402343,1.282051282051282
67,0.5,TV,-0.5,78,89.70931029754558,0.05288329128271494,0.06523338246804017,0.1112962543964386,1.282051282051282
67,0.5,TV,0.0,78,91.01218621458503,0.031961665130578555,0.037818056459610276,0.07084145545959472,0.0
67,0.5,TV,0.5,78,91.01218621458503,0.014127490564416617,0.01611286635773304,0.03172746300697326,0.0
67,0.5,TV,1.0,78,91.01218621458503,0.0,0.0,0.0,0.0
67,0.6,ALL,-1.0,189,85.21524771524773,0.03300935397092154,0.04863850752177535,0.1506971597671509,0.0
